Model,Coding Rate,SNR,Accuracy
Box3,0.2,0.0,0.0462
Box3,0.2,0.10101010101010101,0.05190441836447751
Box3,0.2,0.20202020202020202,0.057549999554807496
Box3,0.2,0.30303030303030304,0.06312715190825532
Box3,0.2,0.40404040404040403,0.06862628376208635
Box3,0.2,0.5050505050505051,0.07403780345356593
Box3,0.2,0.6060606060606061,0.07935211931995945
Box3,0.2,0.7070707070707071,0.08455963969853225
Box3,0.2,0.8080808080808081,0.08965077292654969
Box3,0.2,0.9090909090909091,0.09461592734127715
Box3,0.2,1.0101010101010102,0.09944551127997997
Box3,0.2,1.1111111111111112,0.10412993307992355
Box3,0.2,1.2121212121212122,0.1086596010783732
Box3,0.2,1.3131313131313131,0.11302492361259432
Box3,0.2,1.4141414141414141,0.11721630901985229
Box3,0.2,1.5151515151515151,0.12122416563741242
Box3,0.2,1.6161616161616161,0.1250389018025401
Box3,0.2,1.7171717171717171,0.12865092585250068
Box3,0.2,1.8181818181818181,0.13205064612455952
Box3,0.2,1.9191919191919191,0.13522847095598203
Box3,0.2,2.0202020202020203,0.13817480868403353
Box3,0.2,2.121212121212121,0.14088006764597938
Box3,0.2,2.2222222222222223,0.14333465617908492
Box3,0.2,2.323232323232323,0.1455289826206156
Box3,0.2,2.4242424242424243,0.14745345530783666
Box3,0.2,2.525252525252525,0.14909848257801359
Box3,0.2,2.6262626262626263,0.15045447276841165
Box3,0.2,2.727272727272727,0.15151183421629622
Box3,0.2,2.8282828282828283,0.15226097525893276
Box3,0.2,2.929292929292929,0.15269230423358648
Box3,0.2,3.0303030303030303,0.1528112405756489
Box3,0.2,3.131313131313131,0.15284772435842753
Box3,0.2,3.2323232323232323,0.152882661251889
Box3,0.2,3.3333333333333335,0.15291600976705996
Box3,0.2,3.4343434343434343,0.15294772841496682
Box3,0.2,3.5353535353535355,0.15297777570663618
Box3,0.2,3.6363636363636362,0.15300611015309462
Box3,0.2,3.7373737373737375,0.1530326902653687
Box3,0.2,3.8383838383838382,0.15305747455448487
Box3,0.2,3.9393939393939394,0.15308042153146978
Box3,0.2,4.040404040404041,0.1531014897073499
Box3,0.2,4.141414141414141,0.1531206375931519
Box3,0.2,4.242424242424242,0.15313782369990217
Box3,0.2,4.343434343434343,0.15315300653862735
Box3,0.2,4.444444444444445,0.15316614462035397
Box3,0.2,4.545454545454545,0.15317719645610858
Box3,0.2,4.646464646464646,0.15318612055691772
Box3,0.2,4.747474747474747,0.15319287543380797
Box3,0.2,4.848484848484849,0.1531974195978058
Box3,0.2,4.94949494949495,0.1531997115599379
Box3,0.2,5.05050505050505,0.1532
Box3,0.2,5.151515151515151,0.1532
Box3,0.2,5.252525252525253,0.1532
Box3,0.2,5.353535353535354,0.1532
Box3,0.2,5.454545454545454,0.1532
Box3,0.2,5.555555555555555,0.1532
Box3,0.2,5.656565656565657,0.1532
Box3,0.2,5.757575757575758,0.1532
Box3,0.2,5.858585858585858,0.1532
Box3,0.2,5.959595959595959,0.1532
Box3,0.2,6.0606060606060606,0.1532
Box3,0.2,6.161616161616162,0.1532
Box3,0.2,6.262626262626262,0.1532
Box3,0.2,6.363636363636363,0.1532
Box3,0.2,6.4646464646464645,0.1532
Box3,0.2,6.565656565656566,0.1532
Box3,0.2,6.666666666666667,0.1532
Box3,0.2,6.767676767676767,0.1532
Box3,0.2,6.8686868686868685,0.1532
Box3,0.2,6.96969696969697,0.1532
Box3,0.2,7.070707070707071,0.1532
Box3,0.2,7.171717171717171,0.1532
Box3,0.2,7.2727272727272725,0.1532
Box3,0.2,7.373737373737374,0.1532
Box3,0.2,7.474747474747475,0.1532
Box3,0.2,7.575757575757575,0.1532
Box3,0.2,7.6767676767676765,0.1532
Box3,0.2,7.777777777777778,0.1532
Box3,0.2,7.878787878787879,0.1532
Box3,0.2,7.979797979797979,0.1532
Box3,0.2,8.080808080808081,0.1532
Box3,0.2,8.181818181818182,0.1532
Box3,0.2,8.282828282828282,0.1532
Box3,0.2,8.383838383838384,0.1532
Box3,0.2,8.484848484848484,0.1532
Box3,0.2,8.585858585858587,0.1532
Box3,0.2,8.686868686868687,0.1532
Box3,0.2,8.787878787878787,0.1532
Box3,0.2,8.88888888888889,0.1532
Box3,0.2,8.98989898989899,0.1532
Box3,0.2,9.09090909090909,0.1532
Box3,0.2,9.191919191919192,0.1532
Box3,0.2,9.292929292929292,0.1532
Box3,0.2,9.393939393939394,0.1532
Box3,0.2,9.494949494949495,0.1532
Box3,0.2,9.595959595959595,0.1532
Box3,0.2,9.696969696969697,0.1532
Box3,0.2,9.797979797979798,0.1532
Box3,0.2,9.8989898989899,0.1532
Box3,0.2,10.0,0.1532
Box3,0.5,0.0,0.0
Box3,0.5,0.10101010101010101,6.883945946605251e-06
Box3,0.5,0.20202020202020202,2.758756769225772e-05
Box3,0.5,0.30303030303030304,6.218854109571249e-05
Box3,0.5,0.40404040404040403,0.0001107645420157246
Box3,0.5,0.5050505050505051,0.0001733932463110492
Box3,0.5,0.6060606060606061,0.00025015232984044127
Box3,0.5,0.7070707070707071,0.0003411194684626559
Box3,0.5,0.8080808080808081,0.0004463723380364482
Box3,0.5,0.9090909090909091,0.0005659886144205732
Box3,0.5,1.0101010101010102,0.0007000459734737863
Box3,0.5,1.1111111111111112,0.0008486220910548421
Box3,0.5,1.2121212121212122,0.0010117946430224958
Box3,0.5,1.3131313131313131,0.0011896413052355024
Box3,0.5,1.4141414141414141,0.0013822397535526172
Box3,0.5,1.5151515151515151,0.001589667663832595
Box3,0.5,1.6161616161616161,0.0018120027119341913
Box3,0.5,1.7171717171717171,0.0020493225737161606
Box3,0.5,1.8181818181818181,0.002301704925037259
Box3,0.5,1.9191919191919191,0.00256922744175624
Box3,0.5,2.0202020202020203,0.002851967799731861
Box3,0.5,2.121212121212121,0.003150003674822874
Box3,0.5,2.2222222222222223,0.0034634127428880366
Box3,0.5,2.323232323232323,0.0037922726797861026
Box3,0.5,2.4242424242424243,0.0041366611613758274
Box3,0.5,2.525252525252525,0.004496655863515965
Box3,0.5,2.6262626262626263,0.004872334462065274
Box3,0.5,2.727272727272727,0.005263774632882505
Box3,0.5,2.8282828282828283,0.0056710540518264164
Box3,0.5,2.929292929292929,0.006094250394755761
Box3,0.5,3.0303030303030303,0.006592710277954525
Box3,0.5,3.131313131313131,0.008066542408692194
Box3,0.5,3.2323232323232323,0.010724068738748933
Box3,0.5,3.3333333333333335,0.014440747512943733
Box3,0.5,3.4343434343434343,0.019092036976095562
Box3,0.5,3.5353535353535355,0.02455339537302346
Box3,0.5,3.6363636363636362,0.030700280948546373
Box3,0.5,3.7373737373737375,0.037408151947483335
Box3,0.5,3.8383838383838382,0.0445524666146533
Box3,0.5,3.9393939393939394,0.0520086831948753
Box3,0.5,4.040404040404041,0.05965225993296832
Box3,0.5,4.141414141414141,0.0673586550737513
Box3,0.5,4.242424242424242,0.0750033268620433
Box3,0.5,4.343434343434343,0.08246173354266334
Box3,0.5,4.444444444444445,0.08960933336043037
Box3,0.5,4.545454545454545,0.09632158456016329
Box3,0.5,4.646464646464646,0.10247394538668124
Box3,0.5,4.747474747474747,0.10794187408480323
Box3,0.5,4.848484848484849,0.11260082889934808
Box3,0.5,4.94949494949495,0.11632626807513496
Box3,0.5,5.05050505050505,0.11913430226629168
Box3,0.5,5.151515151515151,0.12178651502832688
Box3,0.5,5.252525252525253,0.12440688919994833
Box3,0.5,5.353535353535354,0.1269834453055366
Box3,0.5,5.454545454545454,0.12950420386947217
Box3,0.5,5.555555555555555,0.13195718541613569
Box3,0.5,5.656565656565657,0.13433041046990774
Box3,0.5,5.757575757575758,0.13661189955516878
Box3,0.5,5.858585858585858,0.1387896731962994
Box3,0.5,5.959595959595959,0.1408517519176802
Box3,0.5,6.0606060606060606,0.14278615624369176
Box3,0.5,6.161616161616162,0.14458090669871454
Box3,0.5,6.262626262626262,0.14622402380712918
Box3,0.5,6.363636363636363,0.14770352809331624
Box3,0.5,6.4646464646464645,0.14900744008165623
Box3,0.5,6.565656565656566,0.15012378029652979
Box3,0.5,6.666666666666667,0.15104056926231738
Box3,0.5,6.767676767676767,0.15174582750339963
Box3,0.5,6.8686868686868685,0.15222757554415706
Box3,0.5,6.96969696969697,0.15247383390897026
Box3,0.5,7.070707070707071,0.1525343446715559
Box3,0.5,7.171717171717171,0.15258177352770733
Box3,0.5,7.2727272727272725,0.15262729483312923
Box3,0.5,7.373737373737374,0.152670926290092
Box3,0.5,7.474747474747475,0.15271268560086615
Box3,0.5,7.575757575757575,0.1527525904677221
Box3,0.5,7.6767676767676765,0.15279065859293037
Box3,0.5,7.777777777777778,0.15282690767876136
Box3,0.5,7.878787878787879,0.15286135542748552
Box3,0.5,7.979797979797979,0.15289401954137333
Box3,0.5,8.080808080808081,0.15292491772269529
Box3,0.5,8.181818181818182,0.15295406767372177
Box3,0.5,8.282828282828282,0.1529814870967233
Box3,0.5,8.383838383838384,0.1530071936939703
Box3,0.5,8.484848484848484,0.1530312051677332
Box3,0.5,8.585858585858587,0.1530535392202825
Box3,0.5,8.686868686868687,0.15307421355388867
Box3,0.5,8.787878787878787,0.15309324587082215
Box3,0.5,8.88888888888889,0.1531106538733534
Box3,0.5,8.98989898989899,0.15312645526375285
Box3,0.5,9.09090909090909,0.15314066774429097
Box3,0.5,9.191919191919192,0.15315330901723825
Box3,0.5,9.292929292929292,0.15316439678486507
Box3,0.5,9.393939393939394,0.153173948749442
Box3,0.5,9.494949494949495,0.1531819826132394
Box3,0.5,9.595959595959595,0.1531885160785278
Box3,0.5,9.696969696969697,0.15319356684757754
Box3,0.5,9.797979797979798,0.1531971526226592
Box3,0.5,9.8989898989899,0.15319929110604322
Box3,0.5,10.0,0.1532
Box3,1.0,0.0,0.0
Box3,1.0,0.10101010101010101,0.0
Box3,1.0,0.20202020202020202,0.0
Box3,1.0,0.30303030303030304,0.0
Box3,1.0,0.40404040404040403,0.0
Box3,1.0,0.5050505050505051,0.0
Box3,1.0,0.6060606060606061,0.0
Box3,1.0,0.7070707070707071,0.0
Box3,1.0,0.8080808080808081,0.0
Box3,1.0,0.9090909090909091,0.0
Box3,1.0,1.0101010101010102,0.0
Box3,1.0,1.1111111111111112,0.0
Box3,1.0,1.2121212121212122,0.0
Box3,1.0,1.3131313131313131,0.0
Box3,1.0,1.4141414141414141,0.0
Box3,1.0,1.5151515151515151,0.0
Box3,1.0,1.6161616161616161,0.0
Box3,1.0,1.7171717171717171,0.0
Box3,1.0,1.8181818181818181,0.0
Box3,1.0,1.9191919191919191,0.0
Box3,1.0,2.0202020202020203,0.0
Box3,1.0,2.121212121212121,0.0
Box3,1.0,2.2222222222222223,0.0
Box3,1.0,2.323232323232323,0.0
Box3,1.0,2.4242424242424243,0.0
Box3,1.0,2.525252525252525,0.0
Box3,1.0,2.6262626262626263,0.0
Box3,1.0,2.727272727272727,0.0
Box3,1.0,2.8282828282828283,0.0
Box3,1.0,2.929292929292929,0.0
Box3,1.0,3.0303030303030303,6.975330472578626e-08
Box3,1.0,3.131313131313131,1.3089619697006867e-06
Box3,1.0,3.2323232323232323,4.094622406114369e-06
Box3,1.0,3.3333333333333335,8.423716558206804e-06
Box3,1.0,3.4343434343434343,1.4293226370217932e-05
Box3,1.0,3.5353535353535355,2.1700133786387776e-05
Box3,1.0,3.6363636363636362,3.064142075095624e-05
Box3,1.0,3.7373737373737375,4.111406920816338e-05
Box3,1.0,3.8383838383838382,5.311506110224907e-05
Box3,1.0,3.9393939393939394,6.664137837745338e-05
Box3,1.0,4.040404040404041,8.169000297801626e-05
Box3,1.0,4.141414141414141,9.825791684817749e-05
Box3,1.0,4.242424242424242,0.00011634210193217736
Box3,1.0,4.343434343434343,0.0001359395401742557
Box3,1.0,4.444444444444445,0.00015704721351865244
Box3,1.0,4.545454545454545,0.00017966210390960743
Box3,1.0,4.646464646464646,0.00020378119329136094
Box3,1.0,4.747474747474747,0.00022940146360815283
Box3,1.0,4.848484848484849,0.00025651989680422303
Box3,1.0,4.94949494949495,0.00028513347482381153
Box3,1.0,5.05050505050505,0.00036625659293666957
Box3,1.0,5.151515151515151,0.000795556695325497
Box3,1.0,5.252525252525253,0.0015973834653226948
Box3,1.0,5.353535353535354,0.0027439098376335273
Box3,1.0,5.454545454545454,0.004207308746963245
Box3,1.0,5.555555555555555,0.005959753128017135
Box3,1.0,5.656565656565657,0.007973415915500453
Box3,1.0,5.757575757575758,0.010220470044118461
Box3,1.0,5.858585858585858,0.012673088448576406
Box3,1.0,5.959595959595959,0.015303444063579585
Box3,1.0,6.0606060606060606,0.01808370982383325
Box3,1.0,6.161616161616162,0.020986058664042666
Box3,1.0,6.262626262626262,0.023982663518913067
Box3,1.0,6.363636363636363,0.027045697323149764
Box3,1.0,6.4646464646464645,0.030147333011457996
Box3,1.0,6.565656565656566,0.03325974351854305
Box3,1.0,6.666666666666667,0.03635510177911015
Box3,1.0,6.767676767676767,0.03940558072786457
Box3,1.0,6.8686868686868685,0.04238335329951161
Box3,1.0,6.96969696969697,0.045260592428756505
Box3,1.0,7.070707070707071,0.0480590616999759
Box3,1.0,7.171717171717171,0.05090787752683477
Box3,1.0,7.2727272727272725,0.05381538013344388
Box3,1.0,7.373737373737374,0.05678121332022537
Box3,1.0,7.474747474747475,0.05980502088760139
Box3,1.0,7.575757575757575,0.06288644663599403
Box3,1.0,7.6767676767676765,0.06602513436582555
Box3,1.0,7.777777777777778,0.069220727877518
Box3,1.0,7.878787878787879,0.07247287097149357
Box3,1.0,7.979797979797979,0.07578120744817436
Box3,1.0,8.080808080808081,0.07914538110798261
Box3,1.0,8.181818181818182,0.08256503575134035
Box3,1.0,8.282828282828282,0.08603981517866978
Box3,1.0,8.383838383838384,0.08956936319039313
Box3,1.0,8.484848484848484,0.0931533235869324
Box3,1.0,8.585858585858587,0.09679134016870986
Box3,1.0,8.686868686868687,0.10048305673614752
Box3,1.0,8.787878787878787,0.10422811708966764
Box3,1.0,8.88888888888889,0.10802616502969238
Box3,1.0,8.98989898989899,0.11187684435664379
Box3,1.0,9.09090909090909,0.11577979887094404
Box3,1.0,9.191919191919192,0.11973467237301541
Box3,1.0,9.292929292929292,0.12374110866327985
Box3,1.0,9.393939393939394,0.12779875154215967
Box3,1.0,9.494949494949495,0.1319072448100769
Box3,1.0,9.595959595959595,0.1360662322674537
Box3,1.0,9.696969696969697,0.14027535771471233
Box3,1.0,9.797979797979798,0.14453426495227478
Box3,1.0,9.8989898989899,0.14884259778056333
Box3,1.0,10.0,0.1532
Box6,0.2,0.0,0.1126
Box6,0.2,0.10101010101010101,0.11834908228730798
Box6,0.2,0.20202020202020202,0.12403722039255248
Box6,0.2,0.30303030303030304,0.12965504411000744
Box6,0.2,0.40404040404040403,0.1351931832339467
Box6,0.2,0.5050505050505051,0.14064226755864417
Box6,0.2,0.6060606060606061,0.14599292687837376
Box6,0.2,0.7070707070707071,0.15123579098740927
Box6,0.2,0.8080808080808081,0.1563614896800247
Box6,0.2,0.9090909090909091,0.16136065275049383
Box6,0.2,1.0101010101010102,0.16622390999309059
Box6,0.2,1.1111111111111112,0.17094189120208889
Box6,0.2,1.2121212121212122,0.1755052261717625
Box6,0.2,1.3131313131313131,0.17990454469638542
Box6,0.2,1.4141414141414141,0.18413047657023154
Box6,0.2,1.5151515151515151,0.18817365158757465
Box6,0.2,1.6161616161616161,0.1920246995426887
Box6,0.2,1.7171717171717171,0.19567425022984758
Box6,0.2,1.8181818181818181,0.19911293344332515
Box6,0.2,1.9191919191919191,0.20233137897739525
Box6,0.2,2.0202020202020203,0.20532021662633185
Box6,0.2,2.121212121212121,0.20807007618440876
Box6,0.2,2.2222222222222223,0.21057158744589993
Box6,0.2,2.323232323232323,0.2128153802050792
Box6,0.2,2.4242424242424243,0.21479208425622046
Box6,0.2,2.525252525252525,0.21649232939359758
Box6,0.2,2.6262626262626263,0.21790674541148441
Box6,0.2,2.727272727272727,0.21902596210415498
Box6,0.2,2.8282828282828283,0.21984060926588306
Box6,0.2,2.929292929292929,0.22034131669094256
Box6,0.2,3.0303030303030303,0.2205334080649548
Box6,0.2,3.131313131313131,0.22064194970415182
Box6,0.2,3.2323232323232323,0.22074604699769612
Box6,0.2,3.3333333333333335,0.22084555898099514
Box6,0.2,3.4343434343434343,0.22094034468945645
Box6,0.2,3.5353535353535355,0.22103026315848745
Box6,0.2,3.6363636363636362,0.22111517342349568
Box6,0.2,3.7373737373737375,0.22119493451988861
Box6,0.2,3.8383838383838382,0.22126940548307372
Box6,0.2,3.9393939393939394,0.22133844534845853
Box6,0.2,4.040404040404041,0.2214019131514505
Box6,0.2,4.141414141414141,0.22145966792745708
Box6,0.2,4.242424242424242,0.22151156871188582
Box6,0.2,4.343434343434343,0.22155747454014418
Box6,0.2,4.444444444444445,0.22159724444763965
Box6,0.2,4.545454545454545,0.2216307374697797
Box6,0.2,4.646464646464646,0.22165781264197185
Box6,0.2,4.747474747474747,0.22167832899962353
Box6,0.2,4.848484848484849,0.22169214557814226
Box6,0.2,4.94949494949495,0.22169912141293557
Box6,0.2,5.05050505050505,0.2217
Box6,0.2,5.151515151515151,0.2217
Box6,0.2,5.252525252525253,0.2217
Box6,0.2,5.353535353535354,0.2217
Box6,0.2,5.454545454545454,0.2217
Box6,0.2,5.555555555555555,0.2217
Box6,0.2,5.656565656565657,0.2217
Box6,0.2,5.757575757575758,0.2217
Box6,0.2,5.858585858585858,0.2217
Box6,0.2,5.959595959595959,0.2217
Box6,0.2,6.0606060606060606,0.2217
Box6,0.2,6.161616161616162,0.2217
Box6,0.2,6.262626262626262,0.2217
Box6,0.2,6.363636363636363,0.2217
Box6,0.2,6.4646464646464645,0.2217
Box6,0.2,6.565656565656566,0.2217
Box6,0.2,6.666666666666667,0.2217
Box6,0.2,6.767676767676767,0.2217
Box6,0.2,6.8686868686868685,0.2217
Box6,0.2,6.96969696969697,0.2217
Box6,0.2,7.070707070707071,0.2217
Box6,0.2,7.171717171717171,0.2217
Box6,0.2,7.2727272727272725,0.2217
Box6,0.2,7.373737373737374,0.2217
Box6,0.2,7.474747474747475,0.2217
Box6,0.2,7.575757575757575,0.2217
Box6,0.2,7.6767676767676765,0.2217
Box6,0.2,7.777777777777778,0.2217
Box6,0.2,7.878787878787879,0.2217
Box6,0.2,7.979797979797979,0.2217
Box6,0.2,8.080808080808081,0.2217
Box6,0.2,8.181818181818182,0.2217
Box6,0.2,8.282828282828282,0.2217
Box6,0.2,8.383838383838384,0.2217
Box6,0.2,8.484848484848484,0.2217
Box6,0.2,8.585858585858587,0.2217
Box6,0.2,8.686868686868687,0.2217
Box6,0.2,8.787878787878787,0.2217
Box6,0.2,8.88888888888889,0.2217
Box6,0.2,8.98989898989899,0.2217
Box6,0.2,9.09090909090909,0.2217
Box6,0.2,9.191919191919192,0.2217
Box6,0.2,9.292929292929292,0.2217
Box6,0.2,9.393939393939394,0.2217
Box6,0.2,9.494949494949495,0.2217
Box6,0.2,9.595959595959595,0.2217
Box6,0.2,9.696969696969697,0.2217
Box6,0.2,9.797979797979798,0.2217
Box6,0.2,9.8989898989899,0.2217
Box6,0.2,10.0,0.2217
Box6,0.5,0.0,0.0
Box6,0.5,0.10101010101010101,3.392530256015183e-05
Box6,0.5,0.20202020202020202,0.00013528642561458124
Box6,0.5,0.30303030303030304,0.0003034611922242492
Box6,0.5,0.40404040404040403,0.0005378274254501164
Box6,0.5,0.5050505050505051,0.0008377629483531442
Box6,0.5,0.6060606060606061,0.0012026455839942928
Box6,0.5,0.7070707070707071,0.0016318531554345235
Box6,0.5,0.8080808080808081,0.0021247634857347974
Box6,0.5,0.9090909090909091,0.0026807543979560752
Box6,0.5,1.0101010101010102,0.0032992037151593186
Box6,0.5,1.1111111111111112,0.003979489260405486
Box6,0.5,1.2121212121212122,0.00472098885675554
Box6,0.5,1.3131313131313131,0.005523080327270443
Box6,0.5,1.4141414141414141,0.006385141495011153
Box6,0.5,1.5151515151515151,0.007306550183038633
Box6,0.5,1.6161616161616161,0.008286684214413843
Box6,0.5,1.7171717171717171,0.009324921412197743
Box6,0.5,1.8181818181818181,0.010420639599451297
Box6,0.5,1.9191919191919191,0.011573216599235462
Box6,0.5,2.0202020202020203,0.012782030234611205
Box6,0.5,2.121212121212121,0.014046458328639475
Box6,0.5,2.2222222222222223,0.01536587870438125
Box6,0.5,2.323232323232323,0.016739669184897474
Box6,0.5,2.4242424242424243,0.018167207593249118
Box6,0.5,2.525252525252525,0.01964787175249714
Box6,0.5,2.6262626262626263,0.0211810394857025
Box6,0.5,2.727272727272727,0.022766088615926158
Box6,0.5,2.8282828282828283,0.024402396966229083
Box6,0.5,2.929292929292929,0.026089342359672224
Box6,0.5,3.0303030303030303,0.02790763236576072
Box6,0.5,3.131313131313131,0.031087968862054213
Box6,0.5,3.2323232323232323,0.03590338226548527
Box6,0.5,3.3333333333333335,0.04216906597916082
Box6,0.5,3.4343434343434343,0.049700213406187764
Box6,0.5,3.5353535353535355,0.0583120179496731
Box6,0.5,3.6363636363636362,0.06781967301272371
Box6,0.5,3.7373737373737375,0.07803837199844658
Box6,0.5,3.8383838383838382,0.08878330830994857
Box6,0.5,3.9393939393939394,0.09986967535033675
Box6,0.5,4.040404040404041,0.11111266652271794
Box6,0.5,4.141414141414141,0.12232747523019903
Box6,0.5,4.242424242424242,0.13332929487588718
Box6,0.5,4.343434343434343,0.14393331886288915
Box6,0.5,4.444444444444445,0.1539547405943119
Box6,0.5,4.545454545454545,0.16320875347326233
Box6,0.5,4.646464646464646,0.17151055090284748
Box6,0.5,4.747474747474747,0.17867532628617427
Box6,0.5,4.848484848484849,0.18451827302634963
Box6,0.5,4.94949494949495,0.18885458452648043
Box6,0.5,5.05050505050505,0.19171901766680563
Box6,0.5,5.151515151515151,0.19431052766373794
Box6,0.5,5.252525252525253,0.19683351160438353
Box6,0.5,5.353535353535354,0.19928017875988494
Box6,0.5,5.454545454545454,0.20164273840138452
Box6,0.5,5.555555555555555,0.20391339980002485
Box6,0.5,5.656565656565657,0.2060843722269483
Box6,0.5,5.757575757575758,0.20814786495329735
Box6,0.5,5.858585858585858,0.21009608725021442
Box6,0.5,5.959595959595959,0.21192124838884194
Box6,0.5,6.0606060606060606,0.21361555764032245
Box6,0.5,6.161616161616162,0.21517122427579832
Box6,0.5,6.262626262626262,0.216580457566412
Box6,0.5,6.363636363636363,0.21783546678330595
Box6,0.5,6.4646464646464645,0.2189284611976227
Box6,0.5,6.565656565656566,0.21985165008050456
Box6,0.5,6.666666666666667,0.22059724270309403
Box6,0.5,6.767676767676767,0.2211574483365336
Box6,0.5,6.8686868686868685,0.2215244762519657
Box6,0.5,6.96969696969697,0.22169053572053277
Box6,0.5,7.070707070707071,0.2217
Box6,0.5,7.171717171717171,0.2217
